id,projectId,timestamp,tags,bookmarked,name,release,version,userId,environment,sessionId,public,input,output,metadata,latency,usage,inputCost,outputCost,totalCost,level,errorCount,warningCount,defaultCount,debugCount,observationCount,inputTokens,outputTokens,totalTokens,r_recall,f1,jaccard_similarity,precision,r_precision,recall,semantic similarity
"b7fffe5c-8a9a-467c-9971-dd13f10e81f7","cm9vlvsif0006pf07xcychmbe","2025-05-11T17:55:18.415Z","[]","false","custom_chain","","","","default","","false","{""clinical_note"":""El síndrome de Angelman (SA) puede ser el resultado de una deleción 15q11-q13 (del), disomía uniparental paterna (UPD), imprinting o mutaciones UBE3A. Aquí describimos la variabilidad fenotípica y conductual detectada en 49 pacientes con diferentes clases de deleciones y nueve pacientes con UPD. El diagnóstico se realizó mediante el análisis del patrón de metilación del exón 1 del gen SNRPN-SNURF y mediante el perfil de microsatélites de loci dentro y fuera de la región 15q11-q13. No hubo diferencias fenotípicas importantes entre las dos clases principales (BP1-BP3; BP2-BP3) de pacientes con deleción de AS, excepto por la ausencia de vocalización, más prevalente en los pacientes con deleciones BP1-BP3, y por la edad de sentarse sin apoyo, que fue menor en los pacientes con deleciones BP2-BP3. Nuestros datos sugieren que las deleciones génicas (NIPA1, NIPA2, CYF1P1, GCP5) mapeadas en la región entre los puntos de rotura BP1 y BP2 pueden estar implicadas en la gravedad de la alteración del habla, ya que todos los pacientes con deleción BP1-BP3 mostraron ausencia completa de vocalización, mientras que el 38,1% de los pacientes con deleción BP2-BP3 fueron capaces de pronunciar sonidos silábicos, con significado dudoso. En comparación con los pacientes con UPD, los pacientes con deleción presentaron una mayor incidencia de trastornos de la deglución (73,9% del x 22,2% UPD) e hipotonía (73,3% del x 28,57% UPD). Además, los niños con UPD mostraron un mejor crecimiento físico, menos o ninguna convulsión, una menor incidencia de microcefalia, menos ataxia y mayores habilidades cognitivas. Como consecuencia de su fenotipo más leve o menos típico, los AS pueden permanecer sin diagnosticar, lo que conduce a un infradiagnóstico global de la enfermedad.""}","{""final_answer"":[{""hpo_code"":null},{""hpo_code"":""HP:5200238""},{""hpo_code"":""HP:0002015""},{""hpo_code"":""HP:0001252""},{""hpo_code"":""HP:0001250""},{""hpo_code"":""HP:0000252""},{""hpo_code"":""HP:0001251""}],""docs"":[[""HP:0030712"",""HP:3000023"",""HP:0005775"",""HP:0040286""],[""HP:0001621"",""HP:5200239"",""HP:5200238""],[""HP:0002015"",""HP:0031162"",""HP:0031146""],[""HP:0001621"",""HP:0002486"",""HP:0001252"",""HP:0001290"",""HP:0001276""],[""HP:0001250"",""HP:0001289"",""HP:0032873"",""HP:0020211"",""HP:0032800""],[""HP:0000238"",""HP:0000256"",""HP:0000263"",""HP:0000252"",""HP:0005490"",""HP:0005484""],[""HP:0001251"",""HP:0002131"",""HP:0002066"",""HP:0002070""]]}","{""dataset_item_id"":""rv6l6lrx8zng9blfrvcz87mn"",""run_name"":""NoHybrid-o4mini-extract"",""dataset_id"":""cm9x2lny4006opf06hn2ztw33""}","19.74","{""promptTokens"":8541,""completionTokens"":3264,""totalTokens"":11805}","0.0093951","0.002816","0.0237567","DEFAULT","0","0","40","0","40","8541","3264","11805","[0.625]","[0.71]","[0.5555555555555556]","[0.8333333333333334]","[0.1724137931034483]","[0.625]","[0.20048667596987155]"
"b3db11c7-2310-4a94-83e2-9faa2fe6bd77","cm9vlvsif0006pf07xcychmbe","2025-05-11T17:52:37.322Z","[]","false","custom_chain","","","","default","","false","{""clinical_note"":""El síndrome de Angelman (SA) puede ser el resultado de una deleción 15q11-q13 (del), disomía uniparental paterna (UPD), imprinting o mutaciones UBE3A. Aquí describimos la variabilidad fenotípica y conductual detectada en 49 pacientes con diferentes clases de deleciones y nueve pacientes con UPD. El diagnóstico se realizó mediante el análisis del patrón de metilación del exón 1 del gen SNRPN-SNURF y mediante el perfil de microsatélites de loci dentro y fuera de la región 15q11-q13. No hubo diferencias fenotípicas importantes entre las dos clases principales (BP1-BP3; BP2-BP3) de pacientes con deleción de AS, excepto por la ausencia de vocalización, más prevalente en los pacientes con deleciones BP1-BP3, y por la edad de sentarse sin apoyo, que fue menor en los pacientes con deleciones BP2-BP3. Nuestros datos sugieren que las deleciones génicas (NIPA1, NIPA2, CYF1P1, GCP5) mapeadas en la región entre los puntos de rotura BP1 y BP2 pueden estar implicadas en la gravedad de la alteración del habla, ya que todos los pacientes con deleción BP1-BP3 mostraron ausencia completa de vocalización, mientras que el 38,1% de los pacientes con deleción BP2-BP3 fueron capaces de pronunciar sonidos silábicos, con significado dudoso. En comparación con los pacientes con UPD, los pacientes con deleción presentaron una mayor incidencia de trastornos de la deglución (73,9% del x 22,2% UPD) e hipotonía (73,3% del x 28,57% UPD). Además, los niños con UPD mostraron un mejor crecimiento físico, menos o ninguna convulsión, una menor incidencia de microcefalia, menos ataxia y mayores habilidades cognitivas. Como consecuencia de su fenotipo más leve o menos típico, los AS pueden permanecer sin diagnosticar, lo que conduce a un infradiagnóstico global de la enfermedad.""}","{""final_answer"":[{""hpo_code"":null},{""hpo_code"":null},{""hpo_code"":""HP:0032382""},{""hpo_code"":null},{""hpo_code"":null},{""hpo_code"":""HP:5200238""},{""hpo_code"":""HP:0002015""},{""hpo_code"":""HP:0001252""},{""hpo_code"":""HP:0000252""},{""hpo_code"":""HP:0001251""}],""docs"":[[""HP:0030712"",""HP:0012766"",""HP:0011702"",""HP:0012765""],[""HP:0035003"",""HP:0012232"",""HP:0032526""],[""HP:0032382"",""HP:0032383"",""HP:0032384""],[""HP:0011411"",""HP:0004405"",""HP:0005223""],[""HP:0040155"",""HP:0045034"",""HP:6000215""],[""HP:0001621"",""HP:5200239"",""HP:5200238""],[""HP:0002015"",""HP:0031162"",""HP:0031146""],[""HP:0001621"",""HP:0002486"",""HP:0001252"",""HP:0001290"",""HP:0001276""],[""HP:0000238"",""HP:0000256"",""HP:0000263"",""HP:0000252"",""HP:0005490"",""HP:0005484""],[""HP:0001251"",""HP:0002131"",""HP:0002066"",""HP:0002070""]]}","{""dataset_item_id"":""rv6l6lrx8zng9blfrvcz87mn"",""run_name"":""NoHybrid-o4mini-extract"",""dataset_id"":""cm9x2lny4006opf06hn2ztw33""}","36.872","{""promptTokens"":11494,""completionTokens"":5959,""totalTokens"":17453}","0.0126434","0.004818","0.038863","DEFAULT","0","0","55","0","55","11494","5959","17453","[0.5]","[0.57]","[0.4]","[0.6666666666666666]","[0.1111111111111111]","[0.5]","[0.17834784156477657]"
"63a2262c-6ff8-43ce-bc7e-5401eff67fd8","cm9vlvsif0006pf07xcychmbe","2025-05-11T17:37:59.573Z","[]","false","custom_chain","","","","default","","false","{""clinical_note"":""El síndrome de Prader-Willi (SPW) y el síndrome de Angelman (SA) son trastornos neuroconductuales distintos que surgen con mayor frecuencia de una deleción de 4-Mb del cromosoma 15q11-q13 durante la gametogénesis paterna o materna, respectivamente. Con una frecuencia de novo de aproximadamente 0,67-1/10.000 nacimientos, estas deleciones representan un cambio cromosómico estructural común en el genoma humano. Para dilucidar el mecanismo subyacente a estos eventos, caracterizamos las regiones que contienen dos grupos de puntos de ruptura proximales y un grupo distal. Se clonaron posicionalmente nuevas secuencias de ADN potencialmente asociadas a los puntos de rotura a partir de YACs situados dentro o cerca de estas regiones. Los análisis de híbridos de células somáticas roedor-humano, contigs YAC y FISH de cromosomas normales o reordenados 15 identificaron secuencias duplicadas (las repeticiones END) en o cerca de los puntos de rotura. Las unidades de repetición END se derivan de grandes duplicaciones genómicas de un nuevo gen (HERC2), muchas de cuyas copias son transcripcionalmente activas en los tejidos de la línea germinal. Uno de los cinco pacientes con SPW/EA analizados hasta la fecha tiene una transcripción HERC2 identificable y reordenada derivada del evento de deleción. Postulamos que las repeticiones END que flanquean 15q11-q13 median en la recombinación homóloga que resulta en la deleción. Además, proponemos que la transcripción activa de estas repeticiones en células germinales masculinas y femeninas puede facilitar el proceso de recombinación homóloga.""}","","{""dataset_item_id"":""b6082e8d-de05-4280-b94b-fea4bf75f0ef"",""run_name"":""NoHybrid-o4mini-extract"",""dataset_id"":""cm9xwlj4n015vpf06u8x2xkjn""}","25.413","{""promptTokens"":4538,""completionTokens"":3478,""totalTokens"":8016}","0.0049918","0.0017864","0.020295","DEFAULT","0","0","25","0","25","4538","3478","8016","","","","","","",""
"34a2bb42-08d3-4968-9a16-beac96804514","cm9vlvsif0006pf07xcychmbe","2025-05-11T17:37:45.788Z","[]","false","custom_chain","","","","default","","false","{""clinical_note"":""No se observaron diferencias en la supervivencia entre células cultivadas de pacientes con síndrome de nevus basocelular (BCNS) y controles normales tras la exposición de fibroblastos a radiaciones ionizantes. La reparación del daño letal potencial en las células BCNS, medida mediante experimentos de retención, tampoco fue diferente de la normal. Se observó que los linfocitos irradiados en G0 de pacientes con BCNS presentaban un nivel significativamente mayor de aberraciones cromosómicas inducidas por rayos X en comparación con los normales. Sin embargo, este aumento es pequeño y, junto con los datos de supervivencia, sugiere que el aumento de la destrucción celular como medida de la radiosensibilidad clínica inusual no es el principal efecto del gen BCNS.""}","{""final_answer"":[{""hpo_code"":""HP:0002671""},{""hpo_code"":""HP:0010997""},{""hpo_code"":""HP:0011133""}],""docs"":[[""HP:0002671"",""HP:0005746"",""HP:0005603""],[""HP:0010997"",""HP:0003220"",""HP:0040012""],[""HP:0011133"",""HP:6000811"",""HP:6000181""]]}","{""dataset_item_id"":""e3f90633-7c0c-46e8-922a-2dc5dfd7f141"",""run_name"":""NoHybrid-o4mini-extract"",""dataset_id"":""cm9xwlj4n015vpf06u8x2xkjn""}","13.746","{""promptTokens"":2716,""completionTokens"":1875,""totalTokens"":4591}","0.0029876","0.00121","0.0112376","DEFAULT","0","0","20","0","20","2716","1875","4591","[1]","[0.5]","[0.3333333333333333]","[0.3333333333333333]","[0.1111111111111111]","[1]","[0.32183031180182864]"
"50b0dbc9-955b-4360-ae61-fa4123a56e23","cm9vlvsif0006pf07xcychmbe","2025-05-11T17:37:44.656Z","[]","false","custom_chain","","","","default","","false","{""clinical_note"":""Se presentan quince pacientes con neuromas acústicos bilaterales. Diez pacientes presentaron síntomas antes de los 21 años, y 9 de ellos desarrollaron tumores adicionales del sistema nervioso central. Muchos de los pacientes no presentaban manifestaciones cutáneas de neurofibromatosis ni antecedentes familiares positivos de este trastorno. La mayoría de los pacientes requirieron múltiples procedimientos quirúrgicos, y se informa del momento, las técnicas y los resultados de estas operaciones. Se discute la patogénesis de estos tumores, los aspectos genéticos de este trastorno y las posibles alternativas de tratamiento.""}","{""final_answer"":[{""hpo_code"":""HP:0009589""},{""hpo_code"":""HP:0003674""},{""hpo_code"":""HP:0100006""}],""docs"":[[""HP:0009589"",""HP:0008619"",""HP:6000182""],[""HP:0003674"",""HP:0011462"",""HP:0003581""],[""HP:0100836"",""HP:0004375"",""HP:0100006"",""HP:0100835""]]}","{""dataset_item_id"":""9aa3e89a-fc3e-4be8-8243-65150386b2cf"",""run_name"":""NoHybrid-o4mini-extract"",""dataset_id"":""cm9xwlj4n015vpf06u8x2xkjn""}","17.779","{""promptTokens"":2534,""completionTokens"":2490,""totalTokens"":5024}","0.0027874","0.0011","0.0137434","DEFAULT","0","0","20","0","20","2534","2490","5024","[0.5]","[0.44]","[0.2857142857142857]","[0.6666666666666666]","[0.3]","[0.3333333333333333]","[0.42731719881768543]"
"61178a0e-ffd7-478d-a9fb-aa18eb57ce4d","cm9vlvsif0006pf07xcychmbe","2025-05-11T17:37:41.921Z","[]","false","custom_chain","","","","default","","false","{""clinical_note"":""El síndrome del carcinoma basocelular nevoide (CCBN) es una enfermedad hereditaria que se transmite como un rasgo autosómico dominante con penetrancia completa y expresividad variable. El síndrome se caracteriza por numerosos carcinomas de células basales (CCB), queratoquistes odontogénicos de los maxilares, fóveas palmares y/o plantares, anomalías esqueléticas y calcificaciones intracraneales. En este artículo se revisan las características clínicas de 37 pacientes italianos. Los quistes mandibulares y la calcificación del falx cerebri fueron las anomalías observadas con mayor frecuencia, seguidas de los CBC y las fosas palmar/plantar. Al igual que en el caso de los afroamericanos, la frecuencia relativamente baja de CBC en la población italiana se debe probablemente a la pigmentación protectora de la piel. Una futura búsqueda basada en el cribado de mutaciones podría establecer una posible correlación genotipo-fenotipo en pacientes italianos.""}","{""final_answer"":[{""hpo_code"":""HP:0002671""},{""hpo_code"":""HP:0000006""},{""hpo_code"":null},{""hpo_code"":""HP:0003828""},{""hpo_code"":""HP:0002671""},{""hpo_code"":""HP:0010603""},{""hpo_code"":""HP:0010610""},{""hpo_code"":""HP:0100872""},{""hpo_code"":""HP:0000924""},{""hpo_code"":""HP:0430048""},{""hpo_code"":""HP:6000595""},{""hpo_code"":""HP:0005462""},{""hpo_code"":""HP:0002671""},{""hpo_code"":""HP:0010610""},{""hpo_code"":""HP:0010612""},{""hpo_code"":""HP:0001000""}],""docs"":[[""HP:0030443"",""HP:0002671"",""HP:0030438""],[""HP:0034340"",""HP:0000006"",""HP:0001470"",""HP:0001475""],[""HP:0003829"",""HP:0003831"",""HP:0030595"",""HP:0032287""],[""HP:0003828"",""HP:0003682"",""HP:5200239""],[""HP:0002860"",""HP:0005584"",""HP:0006519"",""HP:0006770"",""HP:0030443"",""HP:0002671"",""HP:0030731""],[""HP:0010603"",""HP:6000594"",""HP:6000595""],[""HP:0010610"",""HP:0007608"",""HP:0011310""],[""HP:0100872"",""HP:0004681"",""HP:0008107""],[""HP:0005775"",""HP:0000924"",""HP:0011842"",""HP:0011843""],[""HP:0002787"",""HP:0005671"",""HP:0031306"",""HP:0430048""],[""HP:6000595"",""HP:6000594"",""HP:6000307""],[""HP:0005462"",""HP:0007045"",""HP:0002504""],[""HP:0001402"",""HP:0002671"",""HP:0031287"",""HP:0430072"",""HP:6000548"",""HP:0020288""],[""HP:0100269"",""HP:0033004"",""HP:0010610""],[""HP:0010612"",""HP:0025509"",""HP:0100872""],[""HP:0001000"",""HP:0007427"",""HP:0200098"",""HP:0001008"",""HP:0007623"",""HP:0007511""]]}","{""dataset_item_id"":""bce87c89-5522-4146-bb9a-9ae34d33989e"",""run_name"":""NoHybrid-o4mini-extract"",""dataset_id"":""cm9xwlj4n015vpf06u8x2xkjn""}","50.792","{""promptTokens"":12432,""completionTokens"":7038,""totalTokens"":19470}","0.0136752","0.0059048","0.0446424","DEFAULT","0","0","85","0","85","12432","7038","19470","[0.8]","[0.77]","[0.5714285714285714]","[0.7333333333333333]","[0.14545454545454545]","[0.8]","[0.6696754475722367]"
"66491785-48b7-479e-a89e-b1ba8d36ab83","cm9vlvsif0006pf07xcychmbe","2025-05-11T17:37:33.154Z","[]","false","custom_chain","","","","default","","false","{""clinical_note"":""El síndrome de Townes-Brocks (STB) es una enfermedad que cursa con ano imperforado, anomalías de las manos y malformaciones del oído con pérdida auditiva neurosensorial. Muchos casos son esporádicos. Dentro de una misma familia y entre familias, el fenotipo muestra una sorprendente variabilidad. Recientemente, se ha identificado el gen causante de la TBS: SALL1, un factor de transcripción con dedos de zinc. Aquí presentamos el caso de una familia de tres generaciones con siete individuos afectados que presentan una nueva mutación en SALL1. Las anomalías cardiacas únicas observadas en esta familia incluyen tronco arterial letal en un paciente y un defecto complicado letal, que incluye atresia de la válvula pulmonar, en un segundo paciente. Estas graves anomalías cardiacas no se habían descrito previamente en un caso familiar de TBS. Esta familia y una revisión de la literatura indican que la evaluación cardiaca está justificada en todos los individuos con este trastorno. Además, se observaron pulgares hipoplásicos en dos individuos de esta familia y, por lo tanto, deben considerarse una verdadera característica del TBS.""}","{""final_answer"":[{""hpo_code"":""HP:0002023""},{""hpo_code"":""HP:0001155""},{""hpo_code"":""HP:0011390""},{""hpo_code"":""HP:0000407""},{""hpo_code"":""HP:0001660""},{""hpo_code"":""HP:0010882""},{""hpo_code"":""HP:0009778""}],""docs"":[[""HP:0030011"",""HP:0002023"",""HP:0012890"",""HP:0004397""],[""HP:0000415"",""HP:0003019"",""HP:0001155"",""HP:0005922"",""HP:0005923""],[""HP:0000356"",""HP:0008609"",""HP:0031703"",""HP:0011390"",""HP:0008771""],[""HP:0008587"",""HP:0008610"",""HP:0008615"",""HP:0011476"",""HP:0008625"",""HP:0000407""],[""HP:0001643"",""HP:0004384"",""HP:0011608"",""HP:0011610"",""HP:0001660"",""HP:0011404"",""HP:0004420""],[""HP:0001642"",""HP:0005164"",""HP:0010882"",""HP:0005148"",""HP:0001641""],[""HP:0002089"",""HP:0009778"",""HP:0010290"",""HP:0009601"",""HP:0009658"",""HP:0005726""]]}","{""dataset_item_id"":""d24c050f-e6e5-4c87-9ac4-44774fc4cd87"",""run_name"":""NoHybrid-o4mini-extract"",""dataset_id"":""cm9xwlj4n015vpf06u8x2xkjn""}","28.012","{""promptTokens"":7119,""completionTokens"":3507,""totalTokens"":10626}","0.0078309","0.0024772","0.0232617","DEFAULT","0","0","40","0","40","7119","3507","10626","[0.45454545454545453]","[0.56]","[0.38461538461538464]","[0.7142857142857143]","[0.13157894736842105]","[0.45454545454545453]","[0.34127946305786844]"
"98e7b25e-8dce-40a6-b20c-0261867aae3c","cm9vlvsif0006pf07xcychmbe","2025-05-11T17:37:24.149Z","[]","false","custom_chain","","","","default","","false","{""clinical_note"":""Describimos 47 pacientes con síndrome de Angelman (SA) de Bélgica y los Países Bajos, incluyendo los datos anamnésicos, la clínica y los atributos conductuales a diferentes edades. El cuadro clínico del SA es más claro entre los 2 y los 16 años. La mayoría de los pacientes de este grupo de edad presentan al menos 8 de las características principales (explosiones de risa, disposición alegre, comportamiento hiperactivo, microcefalia, braquicefalia, macrostomía, protrusión lingual, prognatismo mandibular, dientes muy separados, movimientos rígidos y similares a los de una marioneta, estatura típica, marcha ancha), además de retraso mental y (casi) ausencia de habla, que es un rasgo universal. El diagnóstico en los lactantes se basa únicamente en un número limitado de características clínicas o en datos anamnésicos. Sin embargo, si se dan en combinación, son indicativos de SA. En los pacientes de más edad, el diagnóstico puede verse dificultado en parte por el cambio de las características conductuales y la disminución de la frecuencia de las crisis. Otras manifestaciones, como la escoliosis, pueden acentuarse con la edad.""}","{""final_answer"":[{""hpo_code"":null},{""hpo_code"":""HP:0000749""},{""hpo_code"":""HP:0040082""},{""hpo_code"":""HP:0000752""},{""hpo_code"":""HP:0000252""},{""hpo_code"":""HP:0000248""},{""hpo_code"":""HP:0000154""},{""hpo_code"":""HP:0010808""},{""hpo_code"":""HP:0000303""},{""hpo_code"":""HP:0000687""},{""hpo_code"":""HP:0007076""},{""hpo_code"":null},{""hpo_code"":""HP:0002136""},{""hpo_code"":""HP:0001249""},{""hpo_code"":""HP:0001344""},{""hpo_code"":""HP:0001250""},{""hpo_code"":""HP:0002650""}],""docs"":[[""HP:0030712"",""HP:0012766"",""HP:0011702"",""HP:0012765""],[""HP:0002268"",""HP:0004757"",""HP:0012763"",""HP:0000749"",""HP:0000748"",""HP:0010821""],[""HP:0040082"",""HP:0100024"",""HP:0031588""],[""HP:0001254"",""HP:0000752"",""HP:0005340"",""HP:5200050""],[""HP:0000238"",""HP:0000256"",""HP:0000263"",""HP:0000252"",""HP:0005490"",""HP:0005484""],[""HP:0001662"",""HP:0004487"",""HP:0000248"",""HP:0000244"",""HP:0034324""],[""HP:0000160"",""HP:0001520"",""HP:0000154"",""HP:0011337"",""HP:0040309""],[""HP:0100703"",""HP:0010808"",""HP:0000162""],[""HP:0000278"",""HP:0000303"",""HP:0040309"",""HP:0004472""],[""HP:0000687"",""HP:0006304"",""HP:0006316""],[""HP:0002072"",""HP:0007076"",""HP:0002374"",""HP:0031373""],[""HP:5200101"",""HP:0008003"",""HP:0007295""],[""HP:0002136"",""HP:0002362"",""HP:0031958""],[""HP:0001249"",""HP:0001256"",""HP:0001263"",""HP:5200227"",""HP:0003679"",""HP:5200242""],[""HP:0001746"",""HP:0009556"",""HP:0009939"",""HP:0010292"",""HP:0001344"",""HP:0012730"",""HP:0002371""],[""HP:0001250"",""HP:0002069"",""HP:0010821"",""HP:0011147"",""HP:0007270"",""HP:0034759""],[""HP:0002751"",""HP:0100884"",""HP:0002944"",""HP:0002650""]]}","{""dataset_item_id"":""11b9100d-6149-4dc4-9adc-f1688ed9cc8a"",""run_name"":""NoHybrid-o4mini-extract"",""dataset_id"":""cm9xwlj4n015vpf06u8x2xkjn""}","60.869","{""promptTokens"":16106,""completionTokens"":8923,""totalTokens"":25029}","0.0177166","0.00913","0.0569778","DEFAULT","0","0","88","0","88","16106","8923","25029","[0.8461538461538461]","[0.71]","[0.5555555555555556]","[0.6666666666666666]","[0.14864864864864866]","[0.7692307692307693]","[0.5246310563436228]"
"3404d61f-a5ca-4bbf-87a2-a7495da88c9e","cm9vlvsif0006pf07xcychmbe","2025-05-11T17:37:24.140Z","[]","false","custom_chain","","","","default","","false","{""clinical_note"":""Estudiamos dos familias con una variante inusual de neurofibromatosis (NF). La primera familia presentaba neurofibromas espinales y manchas café con leche (CLS), la segunda neurofibromas espinales sin CLS. Otros signos de NF1 o NF2, como tumores cutáneos, nódulos de Lisch o tumores acústicos, estaban ausentes. El patrón de herencia en ambos pedigríes era consistente con una herencia autosómica dominante. Mediante análisis de ligamiento genético con marcadores de ADN estrechamente ligados a los loci NF1 y NF2, determinamos que la localización probable de la mutación en la primera familia se encontraba en el gen NF1 con probabilidades de 97:1, mientras que la mutación en la segunda familia se excluía del locus NF1 con probabilidades superiores a 100.000:1. Familias como éstas, en las que se transmite un subconjunto definido del fenotipo de la NF, son importantes para comprender las consecuencias funcionales de determinadas mutaciones en los genes de la NF.""}","{""final_answer"":[{""hpo_code"":""HP:0007524""},{""hpo_code"":""HP:0009735""},{""hpo_code"":""HP:0000957""},{""hpo_code"":""HP:0009735""},{""hpo_code"":""HP:0000006""}],""docs"":[[""HP:0001067"",""HP:0020135"",""HP:0007524"",""HP:0005220"",""HP:0009732""],[""HP:0034646"",""HP:0034765"",""HP:0009735"",""HP:0006851"",""HP:0006751""],[""HP:0007565"",""HP:0000957"",""HP:0007429"",""HP:0005605""],[""HP:0034646"",""HP:0034765"",""HP:0009735"",""HP:0006851"",""HP:0006751""],[""HP:0034340"",""HP:0000006"",""HP:0012274"",""HP:0012275""]]}","{""dataset_item_id"":""804ee855-bc22-41ad-8bb3-583ece96216c"",""run_name"":""NoHybrid-o4mini-extract"",""dataset_id"":""cm9xwlj4n015vpf06u8x2xkjn""}","21.601","{""promptTokens"":4846,""completionTokens"":2776,""totalTokens"":7622}","0.0053306","0.0017952","0.017545","DEFAULT","0","0","30","0","30","4846","2776","7622","[0.5]","[0.51]","[0.3333333333333333]","[0.8]","[0.2222222222222222]","[0.375]","[0.5476973164650277]"
"5e03bb54-e259-433c-9517-2698663dc8b6","cm9vlvsif0006pf07xcychmbe","2025-05-11T17:37:22.702Z","[]","false","custom_chain","","","","default","","false","{""clinical_note"":""La neurofibromatosis 2 (NF2) es una enfermedad autosómica dominante que se caracteriza por tumores en la rama vestibular del VIII par craneal, aunque también suelen aparecer otros tipos de tumores del sistema nervioso. Las correlaciones genotipo-fenotipo están bien documentadas para la gravedad general de la enfermedad NF2, pero no se han evaluado definitivamente para tipos específicos de tumores nerviosos distintos del VIII. Evaluamos las correlaciones genotipo-fenotipo para varios tipos de tumores nerviosos no VIII en 406 pacientes del registro de NF2 basado en la población del Reino Unido, utilizando modelos de regresión con las covariables adicionales de edad actual y tipo de centro de tratamiento (especializado o no especializado). Los modelos también permitieron considerar la correlación intrafamiliar. Encontramos correlaciones genotipo-fenotipo estadísticamente significativas para meningiomas intracraneales, tumores espinales y tumores de nervios periféricos. Las personas con mutaciones constitucionales NF2 missense, mutaciones splice-site, deleciones grandes o mosaicismo somático tenían significativamente menos tumores que las personas con mutaciones constitucionales NF2 nonsense o frameshift. Además, hubo correlaciones intrafamiliares significativas para los meningiomas intracraneales y los tumores espinales, tras ajustar por el tipo de mutación constitucional de NF2. El tipo de mutación constitucional NF2 es un determinante importante del número de meningiomas intracraneales, tumores espinales y tumores de nervios periféricos asociados a NF2.""}","{""final_answer"":[{""hpo_code"":null},{""hpo_code"":""HP:0000006""},{""hpo_code"":""HP:0009588""},{""hpo_code"":""HP:0100009""},{""hpo_code"":""HP:0010302""},{""hpo_code"":""HP:0100007""}],""docs"":[[""HP:0001067"",""HP:0009735"",""HP:0005220"",""HP:0007524""],[""HP:0000006"",""HP:0012274"",""HP:0034340""],[""HP:0009589"",""HP:0011376"",""HP:0009588"",""HP:0009591"",""HP:0011394""],[""HP:0100009"",""HP:0002858"",""HP:0002170""],[""HP:0010302"",""HP:0009735"",""HP:6000590""],[""HP:0003406"",""HP:0100007"",""HP:0004375"",""HP:0100697""]]}","{""dataset_item_id"":""065a10d8-413b-4d8a-bbe6-4bfad200235f"",""run_name"":""NoHybrid-o4mini-extract"",""dataset_id"":""cm9xwlj4n015vpf06u8x2xkjn""}","21.909","{""promptTokens"":6214,""completionTokens"":2451,""totalTokens"":8665}","0.0068354","0.0023364","0.0176198","DEFAULT","0","0","35","0","35","6214","2451","8665","[0.8]","[0.67]","[0.5]","[1]","[0.38095238095238093]","[0.5]","[0.6558693695286499]"
